,Unnamed: 0,YYYY,FIPS_Combined,DrugReports,lat,lon
0,0,2011,51001,2.6659028625934944,-75.80485649198961,37.78448494482691
1,1,2012,51001,5.497626705994206,-75.80485649198961,37.78448494482691
2,2,2013,51001,8.366671004916213,-75.80485649198961,37.78448494482691
3,3,2014,51001,11.269968068044019,-75.80485649198961,37.78448494482691
4,4,2015,51001,14.20478020428559,-75.80485649198961,37.78448494482691
5,5,2016,51001,17.16862824739652,-75.80485649198961,37.78448494482691
6,6,2017,51001,20.159255970075517,-75.80485649198961,37.78448494482691
7,7,2010,51001,0.0,-75.80485649198961,37.78448494482691
8,8,2010,39001,50.0,-83.49917162454182,38.778094824832564
9,9,2011,39001,53.24353575069354,-83.49917162454182,38.778094824832564
10,10,2012,39001,56.47267555440697,-83.49917162454182,38.778094824832564
11,11,2013,39001,59.68584701196153,-83.49917162454182,38.778094824832564
12,12,2014,39001,62.88350673283617,-83.49917162454182,38.778094824832564
13,13,2015,39001,66.06740014207034,-83.49917162454182,38.778094824832564
14,14,2016,39001,69.23796924450336,-83.49917162454182,38.778094824832564
15,15,2017,39001,72.39599457349574,-83.49917162454182,38.778094824832564
16,16,2010,42001,14.0,-77.18006622688226,39.90874234321897
17,17,2011,42001,17.85239497374556,-77.18006622688226,39.90874234321897
18,18,2012,42001,21.729148644892955,-77.18006622688226,39.90874234321897
19,19,2013,42001,25.57777679784355,-77.18006622688226,39.90874234321897
20,20,2014,42001,29.402702850903122,-77.18006622688226,39.90874234321897
21,21,2015,42001,33.20746464406335,-77.18006622688226,39.90874234321897
22,22,2016,42001,36.99613867688154,-77.18006622688226,39.90874234321897
23,23,2017,42001,40.774226295615,-77.18006622688226,39.90874234321897
24,24,2010,51510,5.0,-77.08672738863173,38.81650034871274
25,25,2011,51510,10.115371432737007,-77.08672738863173,38.81650034871274
26,26,2012,51510,15.41000959329766,-77.08672738863173,38.81650034871274
27,27,2013,51510,20.610934623677892,-77.08672738863173,38.81650034871274
28,28,2015,51510,30.753720171087174,-77.08672738863173,38.81650034871274
29,29,2016,51510,35.70406050714768,-77.08672738863173,38.81650034871274
30,30,2017,51510,40.57948495716386,-77.08672738863173,38.81650034871274
31,31,2014,51510,25.723992444121343,-77.08672738863173,38.81650034871274
32,32,2010,42003,2592.0,-79.90135366666667,40.429431066666666
33,33,2011,42003,2593.1365172829755,-79.90135366666667,40.429431066666666
34,34,2012,42003,2594.2728132673665,-79.90135366666667,40.429431066666666
35,35,2013,42003,2595.4089915552167,-79.90135366666667,40.429431066666666
36,36,2014,42003,2596.545052158717,-79.90135366666667,40.429431066666666
37,37,2015,42003,2597.680995090058,-79.90135366666667,40.429431066666666
38,38,2016,42003,2598.816820361427,-79.90135366666667,40.429431066666666
39,39,2017,42003,2599.9525279850113,-79.90135366666667,40.429431066666666
40,40,2016,21003,23.256094093302675,-86.14199890614425,36.786728033809574
41,41,2010,21003,0.0,-86.14199890614425,36.786728033809574
42,42,2011,21003,3.8688211399578316,-86.14199890614425,36.786728033809574
43,43,2012,21003,7.739012307006446,-86.14199890614425,36.786728033809574
44,44,2013,21003,11.61437712459972,-86.14199890614425,36.786728033809574
45,45,2014,21003,15.493333264228369,-86.14199890614425,36.786728033809574
46,46,2015,21003,19.374310175000907,-86.14199890614425,36.786728033809574
47,47,2017,21003,27.137377607667514,-86.14199890614425,36.786728033809574
48,48,2010,51007,1.0,-77.92447299999999,37.34865407692308
49,49,2011,51007,4.953866764958844,-77.92447299999999,37.34865407692308
50,50,2013,51007,13.129861789357285,-77.92447299999999,37.34865407692308
51,51,2017,51007,29.25627547629298,-77.92447299999999,37.34865407692308
52,52,2012,51007,9.051588500900145,-77.92447299999999,37.34865407692308
53,53,2014,51007,17.189176799697467,-77.92447299999999,37.34865407692308
54,54,2015,51007,21.22986273671188,-77.92447299999999,37.34865407692308
55,55,2016,51007,25.252183412704596,-77.92447299999999,37.34865407692308
56,56,2010,51013,41.0,-77.10359525,38.8738545
57,57,2011,51013,44.510353237980965,-77.10359525,38.8738545
58,58,2012,51013,48.05416190060991,-77.10359525,38.8738545
59,59,2013,51013,51.579487816556565,-77.10359525,38.8738545
60,60,2014,51013,55.08756523845312,-77.10359525,38.8738545
61,61,2015,51013,58.57972706243975,-77.10359525,38.8738545
62,62,2016,51013,62.05632745839746,-77.10359525,38.8738545
63,63,2017,51013,65.52145204954223,-77.10359525,38.8738545
64,64,2010,42005,96.0,-79.519363,40.850284947368415
65,65,2011,42005,98.13825007823533,-79.519363,40.850284947368415
66,66,2012,42005,100.27850664746454,-79.519363,40.850284947368415
67,67,2013,42005,102.41756879794339,-79.519363,40.850284947368415
68,68,2014,42005,104.5554332324799,-79.519363,40.850284947368415
69,69,2015,42005,106.69211950525741,-79.519363,40.850284947368415
70,70,2016,42005,108.82762374394275,-79.519363,40.850284947368415
71,71,2017,42005,110.96330346095164,-79.519363,40.850284947368415
72,72,2010,39005,82.0,-82.27769583333333,40.803017166666656
73,73,2011,39005,84.38685277332016,-82.27769583333333,40.803017166666656
74,74,2012,39005,86.77146875738178,-82.27769583333333,40.803017166666656
75,75,2013,39005,89.15244337206731,-82.27769583333333,40.803017166666656
76,76,2014,39005,91.52978169137579,-82.27769583333333,40.803017166666656
77,77,2015,39005,93.90348916098371,-82.27769583333333,40.803017166666656
78,78,2016,39005,96.27484687845318,-82.27769583333333,40.803017166666656
79,79,2017,39005,98.64506040488051,-82.27769583333333,40.803017166666656
80,80,2010,39007,26.0,-80.80974274647306,41.71174497685367
81,81,2011,39007,28.70857414126432,-80.80974274647306,41.71174497685367
82,82,2012,39007,31.417752913421598,-80.80974274647306,41.71174497685367
83,83,2013,39007,34.1252726034121,-80.80974274647306,41.71174497685367
84,84,2014,39007,36.83290942367192,-80.80974274647306,41.71174497685367
85,85,2015,39007,39.54279994071634,-80.80974274647306,41.71174497685367
86,86,2016,39007,42.255432553750715,-80.80974274647306,41.71174497685367
87,87,2017,39007,44.97308843544485,-80.80974274647306,41.71174497685367
88,88,2010,39009,72.0,-82.01834568054237,39.35810924428663
89,89,2011,39009,74.01002730095786,-82.01834568054237,39.35810924428663
90,90,2012,39009,76.02176924092718,-82.01834568054237,39.35810924428663
91,91,2013,39009,78.03420939534702,-82.01834568054237,39.35810924428663
92,92,2014,39009,80.04739483834923,-82.01834568054237,39.35810924428663
93,93,2015,39009,82.0624968368871,-82.01834568054237,39.35810924428663
94,94,2016,39009,84.0822881874643,-82.01834568054237,39.35810924428663
95,95,2017,39009,86.10671935429185,-82.01834568054237,39.35810924428663
96,96,2010,39011,35.0,-84.16715349999998,40.51313125
97,97,2011,39011,37.270083464064726,-84.16715349999998,40.51313125
98,98,2012,39011,39.54799926421507,-84.16715349999998,40.51313125
99,99,2013,39011,41.83002371283539,-84.16715349999998,40.51313125
100,100,2014,39011,44.11718062307422,-84.16715349999998,40.51313125
101,101,2015,39011,46.41077737880439,-84.16715349999998,40.51313125
102,102,2016,39011,48.7121759203081,-84.16715349999998,40.51313125
103,103,2017,39011,51.022606624247715,-84.16715349999998,40.51313125
104,104,2011,21009,3.5647251139359684,-86.01234473333332,36.96781653333333
105,105,2013,21009,10.750137446331086,-86.01234473333332,36.96781653333333
106,106,2015,21009,17.99153477537527,-86.01234473333332,36.96781653333333
107,107,2016,21009,21.628612199147266,-86.01234473333332,36.96781653333333
108,108,2017,21009,25.27454060801282,-86.01234473333332,36.96781653333333
109,109,2010,21009,0.0,-86.01234473333332,36.96781653333333
110,110,2012,21009,7.1493844003465945,-86.01234473333332,36.96781653333333
111,111,2014,21009,14.364781238089996,-86.01234473333332,36.96781653333333
112,112,2012,21011,8.914444228049405,-83.67770471428571,38.147218476190474
113,113,2014,21011,17.700791997841513,-83.67770471428571,38.147218476190474
114,114,2015,21011,22.048624644048836,-83.67770471428571,38.147218476190474
115,115,2016,21011,26.366736501299982,-83.67770471428571,38.147218476190474
116,116,2017,21011,30.655200943254222,-83.67770471428571,38.147218476190474
117,117,2010,21011,0.0,-83.67770471428571,38.147218476190474
118,118,2011,21011,4.475014537778918,-83.67770471428571,38.147218476190474
119,119,2013,21011,13.322856063164336,-83.67770471428571,38.147218476190474
120,120,2010,42009,34.0,-78.40812642500445,40.09245521929726
121,121,2011,42009,36.21799742850036,-78.40812642500445,40.09245521929726
122,122,2012,42009,38.45639272072587,-78.40812642500445,40.09245521929726
123,123,2013,42009,40.69913828468851,-78.40812642500445,40.09245521929726
124,124,2014,42009,42.947444890258154,-78.40812642500445,40.09245521929726
125,125,2015,42009,45.2020366033696,-78.40812642500445,40.09245521929726
126,126,2016,42009,47.46406560372926,-78.40812642500445,40.09245521929726
127,127,2017,42009,49.7341339629326,-78.40812642500445,40.09245521929726
128,128,2010,51019,3.0,-79.53582583333333,37.31752070833333
129,129,2011,51019,6.488849561168399,-79.53582583333333,37.31752070833333
130,130,2012,51019,10.071583762581465,-79.53582583333333,37.31752070833333
131,131,2013,51019,13.661081954049816,-79.53582583333333,37.31752070833333
132,132,2014,51019,17.257622359510542,-79.53582583333333,37.31752070833333
133,133,2015,51019,20.8608162392394,-79.53582583333333,37.31752070833333
134,134,2016,51019,24.470094366507382,-79.53582583333333,37.31752070833333
135,135,2017,51019,28.084957343144566,-79.53582583333333,37.31752070833333
136,136,2010,21013,2.0,-83.66104622331645,36.760521269708455
137,137,2014,21013,19.65900238639515,-83.66104622331645,36.760521269708455
138,138,2015,21013,24.017821909175495,-83.66104622331645,36.760521269708455
139,139,2016,21013,28.35542488462496,-83.66104622331645,36.760521269708455
140,140,2017,21013,32.67114509752138,-83.66104622331645,36.760521269708455
141,141,2011,21013,6.456870780105123,-83.66104622331645,36.760521269708455
142,142,2012,21013,10.87952259202104,-83.66104622331645,36.760521269708455
143,143,2013,21013,15.279476625665968,-83.66104622331645,36.760521269708455
144,144,2010,54003,146.0,-77.96202489988984,39.51679198610113
145,145,2011,54003,148.36315510451286,-77.96202489988984,39.51679198610113
146,146,2012,54003,150.73161284554234,-77.96202489988984,39.51679198610113
147,147,2013,54003,153.09671267345993,-77.96202489988984,39.51679198610113
148,148,2014,54003,155.45846489288934,-77.96202489988984,39.51679198610113
149,149,2015,54003,157.81687984800664,-77.96202489988984,39.51679198610113
150,150,2016,54003,160.17196796420725,-77.96202489988984,39.51679198610113
151,151,2017,54003,162.52373972136334,-77.96202489988984,39.51679198610113
152,152,2010,42011,172.0,-75.91962685714284,40.45916185714286
153,153,2011,42011,173.82906565004097,-75.91962685714284,40.45916185714286
154,154,2012,42011,175.66033638853457,-75.91962685714284,40.45916185714286
155,155,2013,42011,177.49071421250224,-75.91962685714284,40.45916185714286
156,156,2014,42011,179.32019663410296,-75.91962685714284,40.45916185714286
157,157,2015,42011,181.14878135860388,-75.91962685714284,40.45916185714286
158,158,2016,42011,182.97646623226902,-75.91962685714284,40.45916185714286
159,159,2017,42011,184.80324922601366,-75.91962685714284,40.45916185714286
160,160,2014,51021,11.579071348662376,-81.12649723529411,37.14027488235293
161,161,2015,51021,14.577350669700309,-81.12649723529411,37.14027488235293
162,162,2010,51021,0.0,-81.12649723529411,37.14027488235293
163,163,2011,51021,2.7602283865769,-81.12649723529411,37.14027488235293
164,164,2012,51021,5.668220459959561,-81.12649723529411,37.14027488235293
165,165,2013,51021,8.608638379580308,-81.12649723529411,37.14027488235293
166,166,2016,51021,17.60149745114644,-81.12649723529411,37.14027488235293
167,167,2017,51021,20.649694446743574,-81.12649723529411,37.14027488235293
168,168,2010,21015,47.0,-84.76036654572965,38.942458175996535
169,169,2011,21015,49.94535911025894,-84.76036654572965,38.942458175996535
170,170,2012,21015,52.88521223851156,-84.76036654572965,38.942458175996535
171,171,2013,21015,55.8190684710831,-84.76036654572965,38.942458175996535
172,172,2014,21015,58.74871533625474,-84.76036654572965,38.942458175996535
173,173,2015,21015,61.674866551828664,-84.76036654572965,38.942458175996535
174,174,2016,21015,64.59745117589773,-84.76036654572965,38.942458175996535
175,175,2017,21015,67.51675728714497,-84.76036654572965,38.942458175996535
176,176,2014,54005,10.364962109976524,-81.7260694,38.04361016666667
177,177,2015,54005,13.100637852396002,-81.7260694,38.04361016666667
178,178,2016,54005,15.872515659112434,-81.7260694,38.04361016666667
179,179,2017,54005,18.678367910228033,-81.7260694,38.04361016666667
180,180,2010,54005,0.0,-81.7260694,38.04361016666667
181,181,2011,54005,2.400293868072148,-81.7260694,38.04361016666667
182,182,2012,54005,5.012057903928421,-81.7260694,38.04361016666667
183,183,2013,54005,7.667898583373136,-81.7260694,38.04361016666667
184,184,2010,21023,1.0,-84.10571736806061,38.65621697427865
185,185,2011,21023,4.86902268187292,-84.10571736806061,38.65621697427865
186,186,2012,21023,8.728884270837915,-84.10571736806061,38.65621697427865
187,187,2013,21023,12.581115778961918,-84.10571736806061,38.65621697427865
188,188,2014,21023,16.425820894838115,-84.10571736806061,38.65621697427865
189,189,2015,21023,20.26263477368783,-84.10571736806061,38.65621697427865
190,190,2016,21023,24.090625841850745,-84.10571736806061,38.65621697427865
191,191,2017,21023,27.90903502885745,-84.10571736806061,38.65621697427865
192,192,2013,54007,9.347335858193588,-80.68299908333331,38.69301575
193,193,2014,54007,12.575518181471491,-80.68299908333331,38.69301575
194,194,2016,54007,19.101159263356053,-80.68299908333331,38.69301575
195,195,2010,54007,0.0,-80.68299908333331,38.69301575
196,196,2011,54007,2.970677970781492,-80.68299908333331,38.69301575
197,197,2012,54007,6.144940266354619,-80.68299908333331,38.69301575
198,198,2015,54007,15.827383787612776,-80.68299908333331,38.69301575
199,199,2017,54007,22.395304140245685,-80.68299908333331,38.69301575
200,200,2010,21025,4.0,-83.29711552941177,37.50537264705882
201,201,2012,21025,16.08557162181469,-83.29711552941177,37.50537264705882
202,202,2013,21025,21.92940480921597,-83.29711552941177,37.50537264705882
203,203,2016,21025,38.8052396695267,-83.29711552941177,37.50537264705882
204,204,2017,21025,44.23831949029443,-83.29711552941177,37.50537264705882
205,205,2011,21025,10.115316877936849,-83.29711552941177,37.50537264705882
206,206,2014,21025,27.657410399034703,-83.29711552941177,37.50537264705882
207,207,2015,21025,33.28071354639219,-83.29711552941177,37.50537264705882
208,208,2014,21027,24.836285972202703,-86.49303888419563,37.75730689173362
209,209,2016,21027,36.73903872754257,-86.49303888419563,37.75730689173362
210,210,2017,21027,42.58318406348466,-86.49303888419563,37.75730689173362
211,211,2010,21027,0.0,-86.49303888419563,37.75730689173362
212,212,2011,21027,6.358757709931926,-86.49303888419563,37.75730689173362
213,213,2012,21027,12.60973268949799,-86.49303888419563,37.75730689173362
214,214,2013,21027,18.765991722001335,-86.49303888419563,37.75730689173362
215,215,2015,21027,30.82572021165928,-86.49303888419563,37.75730689173362
216,216,2010,39015,14.0,-83.86220484676404,38.90648160261034
217,217,2011,39015,17.520823036298466,-83.86220484676404,38.90648160261034
218,218,2012,39015,21.032719269798463,-83.86220484676404,38.90648160261034
219,219,2013,39015,24.530085829708007,-83.86220484676404,38.90648160261034
220,220,2014,39015,28.014802151474377,-83.86220484676404,38.90648160261034
221,221,2015,39015,31.48998002164746,-83.86220484676404,38.90648160261034
222,222,2016,39015,34.9596340728625,-83.86220484676404,38.90648160261034
223,223,2017,39015,38.42680490567142,-83.86220484676404,38.90648160261034
224,224,2010,51029,1.0,-78.58866817647059,37.59103288235294
225,225,2011,51029,6.711981891954986,-78.58866817647059,37.59103288235294
226,226,2012,51029,12.445096788720207,-78.58866817647059,37.59103288235294
227,227,2013,51029,18.05941147826654,-78.58866817647059,37.59103288235294
228,228,2014,51029,23.575806738003685,-78.58866817647059,37.59103288235294
229,229,2016,51029,34.35774206190018,-78.58866817647059,37.59103288235294
230,230,2017,51029,39.63273956678123,-78.58866817647059,37.59103288235294
231,231,2015,51029,29.00650937149591,-78.58866817647059,37.59103288235294
232,232,2010,42017,618.0,-75.05581428532601,40.360729713332
233,233,2011,42017,619.8918530606215,-75.05581428532601,40.360729713332
234,234,2012,42017,621.7830807720991,-75.05581428532601,40.360729713332
235,235,2013,42017,623.6732466128692,-75.05581428532601,40.360729713332
236,236,2014,42017,625.5623513778031,-75.05581428532601,40.360729713332
237,237,2015,42017,627.4503958611491,-75.05581428532601,40.360729713332
238,238,2016,42017,629.337380856533,-75.05581428532601,40.360729713332
239,239,2017,42017,631.2233071569585,-75.05581428532601,40.360729713332
240,240,2011,21029,3.88532881224908,-85.67554633333334,37.96658360000001
241,241,2012,21029,7.766535540958717,-85.67554633333334,37.96658360000001
242,242,2013,21029,11.63788506444872,-85.67554633333334,37.96658360000001
243,243,2014,21029,15.499183139338303,-85.67554633333334,37.96658360000001
244,244,2015,21029,19.350090526814785,-85.67554633333334,37.96658360000001
245,245,2016,21029,23.190467656942186,-85.67554633333334,37.96658360000001
246,246,2017,21029,27.020125056972006,-85.67554633333334,37.96658360000001
247,247,2010,21029,0.0,-85.67554633333334,37.96658360000001
